9/19/2006,3:26:26,DROP,UDP,172.20.73.241,239.255.255.250,2250,1900,315,RECEIVE
9/19/2006,3:26:26,DROP,UDP,172.20.73.241,239.255.255.250,2250,1900,305,RECEIVE
9/19/2006,3:27:05,CLOSE,UDP,192.168.72.12,10.20.72.186,3682,88,-,-
9/19/2006,3:27:05,CLOSE,UDP,192.168.72.12,10.20.72.186,3683,88,-,-
9/19/2006,3:27:53,CLOSE,TCP,192.168.72.12,10.20.72.186,3680,445,-,-
9/19/2006,3:29:24,DROP,UDP,172.20.73.241,239.255.255.250,2250,1900,250,RECEIVE
9/20/2006,3:29:24,DROP,UDP,222.225.225.1,239.255.255.250,2250,1900,320,RECEIVE
9/19/2006,3:29:24,DROP,UDP,172.20.73.241,239.255.255.250,2250,1900,315,RECEIVE
9/19/2006,3:29:24,DROP,UDP,172.20.73.241,239.255.255.250,2250,1900,263,RECEIVE
9/19/2006,3:29:24,DROP,UDP,172.20.73.241,239.255.255.250,2250,1900,315,RECEIVE
9/19/2006,3:29:24,DROP,UDP,172.20.73.241,239.255.255.250,2250,1900,305,RECEIVE
9/19/2006,3:31:15,DROP,UDP,192.168.183.114,239.255.255.250,65173,1900,310,RECEIVE
9/19/2006,3:31:15,DROP,UDP,192.168.183.114,239.255.255.250,65173,1900,310,RECEIVE
9/19/2006,3:31:15,DROP,UDP,192.168.183.114,239.255.255.250,65172,1900,319,RECEIVE
9/19/2006,3:31:15,DROP,UDP,192.168.183.114,239.255.255.250,65172,1900,319,RECEIVE
9/19/2006,3:32:17,DROP,UDP,192.168.99.165,239.255.255.250,1900,1900,367,RECEIVE
9/19/2006,3:32:17,DROP,UDP,192.168.99.165,239.255.255.250,1900,1900,367,RECEIVE
9/19/2006,3:32:17,DROP,UDP,192.168.99.165,239.255.255.250,1900,1900,355,RECEIVE
9/19/2006,3:32:17,DROP,UDP,192.168.99.165,239.255.255.250,1900,1900,355,RECEIVE
9/19/2006,3:32:17,DROP,UDP,192.168.99.165,239.255.255.250,1900,1900,312,RECEIVE
9/19/2006,3:32:17,DROP,UDP,192.168.99.165,239.255.255.250,1900,1900,303,RECEIVE
9/19/2006,3:32:17,DROP,UDP,192.168.99.165,239.255.255.250,1900,1900,369,RECEIVE
9/20/2006,3:32:18,DROP,UDP,128.2.2.2,239.255.255.250,1900,1900,352,RECEIVE
9/19/2006,3:32:21,DROP,UDP,172.20.73.241,239.255.255.250,2250,1900,250,RECEIVE
9/19/2006,3:32:21,DROP,UDP,172.20.73.241,239.255.255.250,2250,1900,315,RECEIVE
9/19/2006,3:32:21,DROP,UDP,172.20.73.241,239.255.255.250,2250,1900,263,RECEIVE
9/19/2006,3:32:21,DROP,UDP,172.20.73.241,239.255.255.250,2250,1900,315,RECEIVE
9/19/2006,3:32:21,DROP,UDP,172.20.73.241,239.255.255.250,2250,1900,305,RECEIVE
9/19/2006,3:32:24,DROP,UDP,192.168.99.165,239.255.255.250,1900,1900,312,RECEIVE
9/19/2006,3:32:24,DROP,UDP,192.168.99.165,239.255.255.250,1900,1900,303,RECEIVE
