2006-09-19,03:26:26,DROP,UDP,172.20.73.241,239.255.255.250,2250,1900,315,RECEIVE
2006-09-19,03:26:26,DROP,UDP,172.20.73.241,239.255.255.250,2250,1900,305,RECEIVE
2006-09-19,03:27:05,CLOSE,UDP,192.168.72.12,10.20.72.186,3682,88,-,-
2006-09-19,03:27:05,CLOSE,UDP,192.168.72.12,10.20.72.186,3683,88,-,-
2006-09-19,03:27:53,CLOSE,TCP,192.168.72.12,10.20.72.186,3680,445,-,-
2006-09-19,03:29:24,DROP,UDP,172.20.73.241,239.255.255.250,2250,1900,250,RECEIVE
2006-09-19,03:29:24,DROP,UDP,172.20.73.241,239.255.255.250,2250,1900,315,RECEIVE
2006-09-19,03:29:24,DROP,UDP,172.20.73.241,239.255.255.250,2250,1900,263,RECEIVE
2006-09-19,03:29:24,DROP,UDP,172.20.73.241,239.255.255.250,2250,1900,315,RECEIVE
2006-09-19,03:29:24,DROP,UDP,172.20.73.241,239.255.255.250,2250,1900,305,RECEIVE
2006-09-19,03:31:15,DROP,UDP,192.168.183.114,239.255.255.250,65173,1900,310,RECEIVE
2006-09-19,03:31:15,DROP,UDP,192.168.183.114,239.255.255.250,65173,1900,310,RECEIVE
2006-09-19,03:31:15,DROP,UDP,192.168.183.114,239.255.255.250,65172,1900,319,RECEIVE
2006-09-19,03:31:15,DROP,UDP,192.168.183.114,239.255.255.250,65172,1900,319,RECEIVE
2006-09-19,03:32:17,DROP,UDP,192.168.99.165,239.255.255.250,1900,1900,367,RECEIVE
2006-09-19,03:32:17,DROP,UDP,192.168.99.165,239.255.255.250,1900,1900,367,RECEIVE
2006-09-19,03:32:17,DROP,UDP,192.168.99.165,239.255.255.250,1900,1900,355,RECEIVE
2006-09-19,03:32:17,DROP,UDP,192.168.99.165,239.255.255.250,1900,1900,355,RECEIVE
2006-09-19,03:32:17,DROP,UDP,192.168.99.165,239.255.255.250,1900,1900,312,RECEIVE
2006-09-19,03:32:17,DROP,UDP,192.168.99.165,239.255.255.250,1900,1900,303,RECEIVE
2006-09-19,03:32:17,DROP,UDP,192.168.99.165,239.255.255.250,1900,1900,369,RECEIVE
2006-09-19,03:32:21,DROP,UDP,172.20.73.241,239.255.255.250,2250,1900,250,RECEIVE
2006-09-19,03:32:21,DROP,UDP,172.20.73.241,239.255.255.250,2250,1900,315,RECEIVE
2006-09-19,03:32:21,DROP,UDP,172.20.73.241,239.255.255.250,2250,1900,263,RECEIVE
2006-09-19,03:32:21,DROP,UDP,172.20.73.241,239.255.255.250,2250,1900,315,RECEIVE
2006-09-19,03:32:21,DROP,UDP,172.20.73.241,239.255.255.250,2250,1900,305,RECEIVE
2006-09-19,03:32:24,DROP,UDP,192.168.99.165,239.255.255.250,1900,1900,312,RECEIVE
2006-09-19,03:32:24,DROP,UDP,192.168.99.165,239.255.255.250,1900,1900,303,RECEIVE
2006-09-19,03:32:24,DROP,UDP,192.168.99.165,239.255.255.250,1900,1900,369,RECEIVE
2006-09-19,03:32:24,DROP,UDP,192.168.99.165,239.255.255.250,1900,1900,355,RECEIVE
2006-09-19,03:32:24,DROP,UDP,192.168.99.165,239.255.255.250,1900,1900,367,RECEIVE
2006-09-19,03:35:19,DROP,UDP,172.20.73.241,239.255.255.250,2250,1900,250,RECEIVE
2006-09-19,03:35:19,DROP,UDP,172.20.73.241,239.255.255.250,2250,1900,315,RECEIVE
2006-09-19,03:35:19,DROP,UDP,172.20.73.241,239.255.255.250,2250,1900,263,RECEIVE
2006-09-19,03:35:19,DROP,UDP,172.20.73.241,239.255.255.250,2250,1900,315,RECEIVE
2006-09-19,03:35:19,DROP,UDP,172.20.73.241,239.255.255.250,2250,1900,305,RECEIVE
2006-09-19,03:35:57,DROP,UDP,192.168.183.114,239.255.255.250,65171,1900,310,RECEIVE
2006-09-19,03:35:57,DROP,UDP,192.168.183.114,239.255.255.250,65171,1900,310,RECEIVE
2006-09-19,03:35:57,DROP,UDP,192.168.183.114,239.255.255.250,65170,1900,319,RECEIVE
2006-09-19,03:35:57,DROP,UDP,192.168.183.114,239.255.255.250,65170,1900,319,RECEIVE
2006-09-19,03:37:52,OPEN,UDP,192.168.72.12,10.20.72.186,1025,53,-,-
2006-09-19,03:37:57,CLOSE,TCP,192.168.72.12,10.20.158.58,3685,80,-,-
2006-09-19,03:37:57,CLOSE,TCP,192.168.72.12,10.20.158.58,3691,80,-,-
2006-09-19,03:37:58,OPEN,TCP,192.168.72.12,10.20.158.58,3698,80,-,-
2006-09-19,03:37:58,CLOSE,TCP,192.168.72.12,10.20.158.58,3698,80,-,-
2006-09-19,03:37:59,OPEN,TCP,192.168.72.12,10.20.158.58,3699,80,-,-
2006-09-19,03:37:57,OPEN,TCP,192.168.72.12,10.20.158.58,3684,80,-,-
2006-09-19,03:37:57,CLOSE,TCP,192.168.72.12,10.20.158.58,3684,80,-,-
2006-09-19,03:37:57,OPEN,TCP,192.168.72.12,10.20.158.58,3685,80,-,-
2006-09-19,03:37:57,OPEN,TCP,192.168.72.12,10.20.158.58,3686,80,-,-
2006-09-19,03:37:57,CLOSE,TCP,192.168.72.12,10.20.158.58,3686,80,-,-
2006-09-19,03:37:57,OPEN,TCP,192.168.72.12,10.20.158.58,3687,80,-,-
2006-09-19,03:37:57,CLOSE,TCP,192.168.72.12,10.20.158.58,3687,80,-,-
2006-09-19,03:37:57,OPEN,TCP,192.168.72.12,10.20.158.58,3688,80,-,-
2006-09-19,03:37:57,CLOSE,TCP,192.168.72.12,10.20.158.58,3688,80,-,-
2006-09-19,03:37:57,OPEN,TCP,192.168.72.12,10.20.158.58,3689,80,-,-
2006-09-19,03:37:57,OPEN,TCP,192.168.72.12,10.20.158.58,3690,80,-,-
2006-09-19,03:37:57,CLOSE,TCP,192.168.72.12,10.20.158.58,3690,80,-,-
2006-09-19,03:37:57,OPEN,TCP,192.168.72.12,10.20.158.58,3691,80,-,-
2006-09-19,03:37:57,OPEN,TCP,192.168.72.12,10.20.158.58,3692,80,-,-
2006-09-19,03:37:57,CLOSE,TCP,192.168.72.12,10.20.158.58,3692,80,-,-
2006-09-19,03:37:58,OPEN,TCP,192.168.72.12,10.20.158.58,3693,80,-,-
2006-09-19,03:37:58,CLOSE,TCP,192.168.72.12,10.20.158.58,3693,80,-,-
2006-09-19,03:37:58,OPEN,TCP,192.168.72.12,10.20.158.58,3694,80,-,-
2006-09-19,03:37:58,CLOSE,TCP,192.168.72.12,10.20.158.58,3694,80,-,-
2006-09-19,03:37:58,OPEN,TCP,192.168.72.12,10.20.158.58,3695,80,-,-
2006-09-19,03:37:58,CLOSE,TCP,192.168.72.12,10.20.158.58,3695,80,-,-
2006-09-19,03:37:58,OPEN,TCP,192.168.72.12,10.20.158.58,3696,80,-,-
2006-09-19,03:37:58,CLOSE,TCP,192.168.72.12,10.20.158.58,3696,80,-,-
2006-09-19,03:37:58,OPEN,TCP,192.168.72.12,10.20.158.58,3697,80,-,-
2006-09-19,03:37:58,CLOSE,TCP,192.168.72.12,10.20.158.58,3697,80,-,-
2006-09-19,03:37:59,CLOSE,TCP,192.168.72.12,10.20.158.58,3699,80,-,-
2006-09-19,03:38:17,DROP,UDP,172.20.73.241,239.255.255.250,2250,1900,250,RECEIVE
2006-09-19,03:38:17,DROP,UDP,172.20.73.241,239.255.255.250,2250,1900,315,RECEIVE
2006-09-19,03:38:17,DROP,UDP,172.20.73.241,239.255.255.250,2250,1900,263,RECEIVE
2006-09-19,03:38:17,DROP,UDP,172.20.73.241,239.255.255.250,2250,1900,315,RECEIVE
2006-09-19,03:38:17,DROP,UDP,172.20.73.241,239.255.255.250,2250,1900,305,RECEIVE
2006-09-19,03:38:39,OPEN,UDP,192.168.72.12,129.6.15.28,123,123,-,-
2006-09-19,03:39:05,CLOSE,UDP,192.168.72.12,10.20.72.186,1025,53,-,-
